"CCSuid","CCSdguid","CCSname","CCSpop_2021","CCStdwell_2021","CCSurdwell_2021","CCSpop_2016","CCSpop_2016a","CCStdwell_2016a","CCSurdwell_2016a","CCSarea","CCSadj_2016","CCSir_2016","CCSir_2021","PRuid","CDcode","CCScode","ERcode"
"3512026","2021S05023512026","Centre Hastings",4801,2180,1939,4774,4774,2161,1904,"222.791","0","0","0","35","12","026","15"
"3512030","2021S05023512030","Tweed",6067,3042,2591,6044,6044,3023,2569,"918.6062","0","0","0","35","12","030","15"
"3512036","2021S05023512036","Madoc",2233,934,868,2078,2078,889,804,"274.5829","0","0","0","35","12","036","15"
"3512046","2021S05023512046","Marmora and Lake",4267,2578,1887,3953,3953,2521,1726,"538.2434","0","0","0","35","12","046","15"
"3512061","2021S05023512061","Bancroft",7574,5345,3466,6884,6884,5305,3119,"1295.1866","0","0","0","35","12","061","15"
"3512065","2021S05023512065","Carlow/Mayo",953,663,416,864,864,627,377,"385.3241","0","0","0","35","12","065","15"
"3512076","2021S05023512076","Hastings Highlands",4385,3529,2007,4078,4078,3684,1820,"966.5818","0","0","0","35","12","076","15"
"3513020","2021S05023513020","Prince Edward County",25704,13557,11332,24735,24735,12899,10728,"1052.6069","0","0","0","35","13","020","15"
"3514004","2021S05023514004","Brighton",12108,5392,5014,11844,11844,5099,4777,"223.2437","0","0","0","35","14","004","20"
"3514014","2021S05023514014","Cramahe",6509,2772,2603,6355,6355,2780,2568,"202.2244","0","0","0","35","14","014","20"
"3514019","2021S05023514019","Hamilton",31578,14205,13415,30382,30382,13635,12915,"278.4367","0","0","0","35","14","019","20"
"3514020","2021S05023514020","Port Hope",17294,7607,7318,16753,16753,7305,7075,"278.8006","0","0","0","35","14","020","20"
"3514024","2021S05023514024","Alnwick/Haldimand",8015,3605,3075,7364,7364,3330,2845,"410.8432","0","0","0","35","14","024","20"
"3514045","2021S05023514045","Trent Hills",13861,7057,5903,12900,12900,6883,5506,"513.8469","0","0","0","35","14","045","20"
"3515003","2021S05023515003","Asphodel-Norwood",4658,1985,1821,4109,4109,1758,1632,"161.6153","0","0","0","35","15","003","20"
"3515005","2021S05023515005","Otonabee-South Monaghan",7428,3260,2889,7032,7032,3155,2745,"355.0816","0","0","0","35","15","005","20"
"3515013","2021S05023515013","Cavan Monaghan",10016,3704,3553,8829,8829,3271,3187,"306.3893","0","0","0","35","15","013","20"
"3515015","2021S05023515015","Selwyn",103548,47196,44003,99151,99151,45802,42024,"387.5105","0","0","0","35","15","015","20"
"3515023","2021S05023515023","Douro-Dummer",7632,3601,2925,6709,6709,3434,2577,"459.4605","0","0","0","35","15","023","20"
"3515030","2021S05023515030","Havelock-Belmont-Methuen",5083,3856,2234,4530,4530,3936,2015,"529.3526","0","0","0","35","15","030","20"
"3515044","2021S05023515044","Trent Lakes",9316,9443,4316,7876,7876,9195,3563,"1580.0633","0","0","0","35","15","044","20"
"3516010","2021S05023516010","Kawartha Lakes",79247,38947,32708,75423,75423,38444,31106,"3033.6565","0","0","0","35","16","010","20"
"3518001","2021S05023518001","Pickering",99186,34327,33425,91771,91771,31630,30919,"231.1049","0","0","0","35","18","001","30"
"3518009","2021S05023518009","Whitby",265167,87664,85948,248054,248054,82300,81078,"213.3384","0","0","0","35","18","009","30"
"3518013","2021S05023518013","Oshawa",175383,69324,66634,159458,159458,64883,62595,"145.7163","0","0","0","35","18","013","30"
"3518017","2021S05023518017","Clarington",101427,36852,35953,92013,92013,33384,32838,"610.8417","0","0","0","35","18","017","30"
"3518020","2021S05023518020","Scugog",21706,8785,8292,21748,21748,8758,8270,"476.9483","0","0","0","35","18","020","30"
"3518029","2021S05023518029","Uxbridge",21556,8310,8008,21176,21176,7946,7663,"420.5191","0","0","0","35","18","029","30"
"3518039","2021S05023518039","Brock",12567,5297,4788,11642,11642,5035,4543,"422.6386","0","0","0","35","18","039","30"
"3519028","2021S05023519028","Vaughan",323103,107159,103914,306233,306233,96657,94253,"272.4441","0","0","0","35","19","028","30"
"3519036","2021S05023519036","Markham",338503,114908,110867,328966,328966,106131,102676,"210.9319","0","0","0","35","19","036","30"
"3519044","2021S05023519044","Whitchurch-Stouffville",49864,17154,16707,45837,45837,15712,15355,"206.4178","0","0","0","35","19","044","30"
"3519048","2021S05023519048","Newmarket",352021,125509,121121,334691,334691,115161,111640,"189.2917","0","0","0","35","19","048","30"
"3519049","2021S05023519049","King",27333,9346,8969,24512,24512,8736,8144,"332.1164","0","0","0","35","19","049","30"
"3519054","2021S05023519054","East Gwillimbury",34637,11869,11449,23991,23991,8279,8077,"244.9061","0","0","0","35","19","054","30"
"3519070","2021S05023519070","Georgina",47873,19918,18007,45679,45679,19252,16939,"302.1624","0","0","0","35","19","070","30"
"3520005","2021S05023520005","Toronto",2794356,1253238,1160892,2731571,2731571,1179057,1112929,"631.0983","0","0","0","35","20","005","30"
"3521010","2021S05023521010","Brampton",1374441,443175,427047,1315237,1315237,421897,408924,"558.6316","0","0","0","35","21","010","30"
"3521024","2021S05023521024","Caledon",76581,24795,23699,66502,66502,22022,21257,"688.8179","0","0","0","35","21","024","30"
"3522001","2021S05023522001","East Garafraxa",2794,944,903,2579,2579,922,854,"166.5014","0","0","0","35","22","001","40"
"3522008","2021S05023522008","Amaranth",4327,1428,1372,4079,4079,1376,1335,"265.015","0","0","0","35","22","008","40"
"3522010","2021S05023522010","Grand Valley",3851,1445,1397,2956,2956,1145,1106,"158.5956","0","0","0","35","22","010","40"
"3522012","2021S05023522012","Mono",39588,14635,14190,37509,37509,13822,13483,"293.5344","0","0","0","35","22","012","40"
"3522016","2021S05023522016","Mulmur",3571,1682,1388,3478,3478,1674,1315,"286.1696","0","0","0","35","22","016","40"
"3522019","2021S05023522019","Melancthon",12126,4254,4060,11134,11134,3949,3824,"316.9548","0","0","0","35","22","019","40"
"3523001","2021S05023523001","Puslinch",7944,2946,2857,7336,7336,2793,2705,"214.8178","0","0","0","35","23","001","40"
"3523009","2021S05023523009","Guelph/Eramosa",157644,64739,61318,144648,144648,60531,56575,"380.2664","0","0","0","35","23","009","40"
"3523017","2021S05023523017","Erin",11981,4396,4220,11439,11439,4258,4108,"298.8125","0","0","0","35","23","017","40"
"3523025","2021S05023523025","Centre Wellington",31093,12701,11972,28191,28191,11499,10823,"409.4126","0","0","0","35","23","025","40"
"3523033","2021S05023523033","Mapleton",10839,3633,3245,10527,10527,3556,3141,"535.5585","0","0","0","35","23","033","40"
"3523043","2021S05023523043","Minto",9094,3885,3417,8671,8671,3370,3247,"300.1856","0","0","0","35","23","043","40"
"3523050","2021S05023523050","Wellington North",12431,4987,4793,11914,11914,4839,4682,"526.3075","0","0","0","35","23","050","40"
"3524001","2021S05023524001","Oakville",213759,76179,73558,193832,193832,68617,66269,"138.9434","0","0","0","35","24","001","30"
"3524002","2021S05023524002","Burlington",186948,74891,73180,183314,183314,72535,71373,"186.1219","0","0","0","35","24","002","50"
"3524009","2021S05023524009","Milton",132979,41000,40038,110128,110128,35537,34257,"363.8308","0","0","0","35","24","009","30"
"3524015","2021S05023524015","Halton Hills",62951,22252,21825,61161,61161,21475,21078,"276.8103","0","0","0","35","24","015","30"
"3525005","2021S05023525005","Hamilton",569353,233564,222807,536917,536917,222918,211596,"1118.3101","0","0","0","35","25","005","50"
"3526003","2021S05023526003","Fort Erie",32901,15875,14081,30710,30710,15345,13184,"166.2419","0","0","0","35","26","003","50"
"3526011","2021S05023526011","Port Colborne",20033,10219,8710,18306,18306,9825,8018,"121.9886","0","0","0","35","26","011","50"
"3526014","2021S05023526014","Wainfleet",6887,3116,2615,6372,6372,2977,2413,"217.5264","0","0","0","35","26","014","50"
"3526021","2021S05023526021","West Lincoln",15454,5422,5295,14500,14500,5054,4967,"387.0155","0","0","0","35","26","021","50"
"3526028","2021S05023526028","Pelham",18192,7123,6959,17110,17110,6596,6469,"126.345","0","0","0","35","26","028","50"
"3526037","2021S05023526037","Thorold",79566,34386,32751,71094,71094,31821,29956,"164.4523","0","0","0","35","26","037","50"
"3526043","2021S05023526043","Niagara Falls",94415,39778,37793,88071,88071,37265,35773,"210.2536","0","0","0","35","26","043","50"
"3526047","2021S05023526047","Niagara-on-the-Lake",19088,8578,7857,17511,17511,7964,7089,"131.3489","0","0","0","35","26","047","50"
"3526053","2021S05023526053","St. Catharines",136803,61977,58903,133113,133113,59879,56873,"96.1956","0","0","0","35","26","053","50"
"3526057","2021S05023526057","Lincoln",25719,9826,9555,23787,23787,8934,8710,"162.7382","0","0","0","35","26","057","50"
"3526065","2021S05023526065","Grimsby",28883,11626,11395,27314,27314,10581,10376,"68.71","0","0","0","35","26","065","50"
"3528018","2021S05023528018","Haldimand County",49382,20768,18771,45743,45743,19529,17552,"1286.1202","0","1","1","35","28","018","50"
"3528052","2021S05023528052","Norfolk County",67490,30085,27594,64044,64044,28720,26007,"1597.6839","0","0","0","35","28","052","50"
"3529005","2021S05023529005","Brant",144771,58250,56202,134808,134808,54626,52722,"1094.1008","0","1","1","35","29","005","50"
"3530004","2021S05023530004","North Dumfries",10619,3768,3689,10215,10215,3564,3531,"188.0908","0","0","0","35","30","004","40"
"3530010","2021S05023530010","Cambridge",138479,53013,51269,129920,129920,49388,48239,"112.994","0","0","0","35","30","010","40"
"3530013","2021S05023530013","Kitchener",378321,155437,146852,338208,338208,141591,132598,"200.8708","0","0","0","35","30","013","40"
"3530020","2021S05023530020","Wilmot",21429,8035,7891,20545,20545,7612,7516,"263.8128","0","0","0","35","30","020","40"
"3530027","2021S05023530027","Wellesley",11318,3444,3366,11260,11260,3403,3337,"277.7402","0","0","0","35","30","027","40"
"3530035","2021S05023530035","Woolwich",26999,9556,9359,25006,25006,8741,8611,"326.5574","0","0","0","35","30","035","40"
"3531013","2021S05023531013","Perth South",44394,20058,19267,42540,42540,18828,18259,"434.3354","0","0","0","35","31","013","80"
"3531025","2021S05023531025","West Perth",9038,3567,3434,8865,8865,3500,3364,"578.8821","0","0","0","35","31","025","80"
"3531030","2021S05023531030","Perth East",12595,4266,4112,12261,12277,4084,3997,"711.9316","1","0","0","35","31","030","80"
"3531040","2021S05023531040","North Perth",15538,6171,5959,13130,13130,5340,5098,"493.0943","0","0","0","35","31","040","80"
"3532002","2021S05023532002","Norwich",11151,3892,3761,11001,10835,3766,3653,"424.0077","1","0","0","35","32","002","60"
"3532012","2021S05023532012","South-West Oxford",39891,16829,16312,36293,36263,15231,14891,"404.5386","1","0","0","35","32","012","60"
"3532027","2021S05023532027","Zorra",8628,3284,3162,8138,8138,3161,3070,"529.1875","0","0","0","35","32","027","60"
"3532038","2021S05023532038","East Zorra-Tavistock",7841,3055,2976,7129,7113,2769,2698,"241.9577","1","0","0","35","32","038","60"
"3532045","2021S05023532045","Blandford-Blenheim",54270,22385,21665,48301,48497,20418,19949,"438.4896","1","0","0","35","32","045","60"
"3534005","2021S05023534005","Bayham",7096,2435,2264,7396,7396,2557,2393,"244.6009","0","0","0","35","34","005","60"
"3534010","2021S05023534010","Malahide",17007,6355,6080,16784,16784,6186,5904,"400.6355","0","0","0","35","34","010","60"
"3534020","2021S05023534020","Central Elgin",56586,24441,23522,51516,51516,22438,21508,"315.4801","0","0","0","35","34","020","60"
"3534024","2021S05023534024","Southwold",4851,1760,1713,4421,4421,1655,1607,"301.3777","0","0","0","35","34","024","60"
"3534030","2021S05023534030","Dutton/Dunwich",4152,1677,1596,3866,3866,1556,1481,"294.3827","0","0","0","35","34","030","60"
"3534042","2021S05023534042","West Elgin",5060,2221,2103,4995,4995,2221,2102,"322.0882","0","0","0","35","34","042","60"
"3536020","2021S05023536020","Chatham-Kent",104316,46921,44178,102042,102042,46287,43174,"2464.5252","0","0","0","35","36","020","70"
"3537003","2021S05023537003","Leamington",29680,11219,10547,27595,27595,10726,9995,"261.2438","0","0","0","35","37","003","70"
"3537013","2021S05023537013","Kingsville",22349,9009,8407,21787,21787,8741,8066,"287.1079","0","0","0","35","37","013","70"
"3537016","2021S05023537016","Essex",21216,8880,8391,20427,20427,8694,8080,"277.5327","0","0","0","35","37","016","70"
"3537028","2021S05023537028","Amherstburg",23524,9548,9193,21936,21936,8951,8522,"183.7604","0","0","0","35","37","028","70"
"3537034","2021S05023537034","LaSalle",32721,11922,11644,30180,30180,10793,10689,"64.9553","0","0","0","35","37","034","70"
"3537039","2021S05023537039","Windsor",229660,99803,94273,217188,217188,97777,91632,"146.0197","0","0","0","35","37","039","70"
"3537048","2021S05023537048","Tecumseh",23300,9111,8946,23229,23229,8987,8884,"94.5916","0","0","0","35","37","048","70"
"3537064","2021S05023537064","Lakeshore",40410,14954,14386,36611,36611,13900,13185,"528.9961","0","0","0","35","37","064","70"
"3538003","2021S05023538003","St. Clair",14659,6528,6021,15675,15675,7025,6395,"755.9948","0","0","1","35","38","003","70"
"3538007","2021S05023538007","Dawn-Euphemia",1968,824,766,1967,1967,843,767,"445.1361","0","0","0","35","38","007","70"
"3538015","2021S05023538015","Brooke-Alvinston",2359,983,918,2411,2411,994,947,"311.4146","0","0","0","35","38","015","70"
"3538016","2021S05023538016","Enniskillen",9485,3894,3768,9186,9186,3701,3605,"358.6557","0","0","0","35","38","016","70"
"3538030","2021S05023538030","Sarnia",74625,35169,33388,74270,74270,34593,33150,"179.7735","0","0","0","35","38","030","70"
"3538035","2021S05023538035","Plympton-Wyoming",8308,3513,3172,7795,7795,3416,3054,"318.8578","0","0","0","35","38","035","70"
"3538040","2021S05023538040","Lambton Shores",13109,7986,5815,11642,11642,7773,5210,"339.8878","0","0","0","35","38","040","70"
"3538043","2021S05023538043","Warwick",3641,1425,1357,3692,3692,1432,1353,"290.2073","0","0","0","35","38","043","70"
"3539005","2021S05023539005","Southwest Middlesex",6333,2698,2594,6189,6189,2689,2533,"429.5852","0","0","0","35","39","005","60"
"3539015","2021S05023539015","Strathroy-Caradoc",24000,9759,9506,21020,21020,8520,8352,"346.687","0","1","1","35","39","015","60"
"3539027","2021S05023539027","Thames Centre",13980,5316,5186,13191,13191,5162,4924,"433.9936","0","0","0","35","39","027","60"
"3539033","2021S05023539033","Middlesex Centre",18928,6845,6695,17262,17262,6139,5983,"588.158","0","0","0","35","39","033","60"
"3539036","2021S05023539036","London",422324,186409,174657,383822,383822,175558,163140,"420.4995","0","0","0","35","39","036","60"
"3539041","2021S05023539041","North Middlesex",6307,2481,2391,6352,6352,2399,2336,"598.6485","0","0","0","35","39","041","60"
"3539047","2021S05023539047","Adelaide-Metcalfe",3011,1056,1013,2990,2990,1045,992,"331.1133","0","0","0","35","39","047","60"
"3539060","2021S05023539060","Lucan Biddulph",5680,2172,2115,4700,4700,1837,1785,"169.0773","0","0","0","35","39","060","60"
"3540005","2021S05023540005","South Huron",10063,4722,4339,10096,10096,4644,4249,"425.1176","0","0","0","35","40","005","80"
"3540010","2021S05023540010","Bluewater",7540,4882,3302,7136,7136,4532,3027,"416.704","0","0","0","35","40","010","80"
"3540025","2021S05023540025","Central Huron",15680,7816,6934,15204,15204,7499,6609,"457.9718","0","0","0","35","40","025","80"
"3540040","2021S05023540040","Huron East",9512,3912,3707,9138,9138,3825,3630,"669.1529","0","0","0","35","40","040","80"
"3540046","2021S05023540046","Howick",4045,1414,1343,3873,3873,1372,1295,"286.5534","0","0","0","35","40","046","80"
"3540050","2021S05023540050","Morris-Turnberry",3590,1283,1195,3496,3496,1258,1192,"376.8892","0","0","0","35","40","050","80"
"3540055","2021S05023540055","North Huron",5052,2277,2157,4932,4932,2209,2085,"179.0142","0","0","0","35","40","055","80"
"3540063","2021S05023540063","Ashfield-Colborne-Wawanosh",5884,3149,2357,5422,5422,3030,2107,"586.877","0","0","0","35","40","063","80"
"3541004","2021S05023541004","South Bruce",5880,2419,2280,5639,5639,2381,2200,"486.8643","0","0","0","35","41","004","80"
"3541015","2021S05023541015","Huron-Kinloss",7723,4107,3026,7069,7069,4037,2777,"440.729","0","0","0","35","41","015","80"
"3541024","2021S05023541024","Kincardine",12268,6142,5160,11389,11389,5883,4855,"537.795","0","0","0","35","41","024","80"
"3541032","2021S05023541032","Brockton",9784,4406,4032,9461,9461,4252,3941,"564.6422","0","0","0","35","41","032","80"
"3541043","2021S05023541043","Arran-Elderslie",6913,2998,2782,6803,6803,3030,2750,"458.7569","0","0","0","35","41","043","80"
"3541045","2021S05023541045","Saugeen Shores",15908,8548,6905,13715,13715,7655,6025,"170.1938","0","0","0","35","41","045","80"
"3541055","2021S05023541055","South Bruce Peninsula",10516,8871,4721,10072,10072,8876,4385,"641.5439","0","0","0","35","41","055","80"
"3541069","2021S05023541069","Northern Bruce Peninsula",4404,5101,2206,3999,3999,5069,1933,"775.696","0","0","0","35","41","069","80"
"3542004","2021S05023542004","West Grey",21098,9596,8729,20206,20206,9052,8409,"884.9888","0","0","0","35","42","004","80"
"3542005","2021S05023542005","Southgate",8716,3257,3017,7354,7354,2987,2710,"643.0785","0","0","0","35","42","005","80"
"3542015","2021S05023542015","Grey Highlands",10424,5337,4091,9804,9804,5299,3904,"879.0298","0","0","0","35","42","015","80"
"3542037","2021S05023542037","Chatsworth",7080,3094,2699,6630,6630,2988,2551,"594.4351","0","0","0","35","42","037","80"
"3542045","2021S05023542045","The Blue Mountains",9390,7396,4348,7025,7025,6477,3271,"284.6528","0","0","0","35","42","045","80"
"3542047","2021S05023542047","Meaford",33097,16234,14930,32332,32332,15688,14460,"611.779","0","0","0","35","42","047","80"
"3542053","2021S05023542053","Georgian Bluffs",11100,5269,4495,10479,10479,5069,4258,"599.9631","0","0","0","35","42","053","80"
"3543003","2021S05023543003","Adjala-Tosorontio",10989,3995,3836,10975,10975,3974,3834,"371.5321","0","0","0","35","43","003","40"
"3543005","2021S05023543005","Clearview",39625,19512,16744,35944,35944,17657,14891,"589.529","0","0","0","35","43","005","40"
"3543007","2021S05023543007","New Tecumseth",43948,16249,15854,34242,34242,13191,12906,"273.8681","0","0","0","35","43","007","40"
"3543009","2021S05023543009","Springwater",194392,78889,73643,181168,181168,73977,68175,"692.284","0","0","0","35","43","009","40"
"3543014","2021S05023543014","Bradford West Gwillimbury",42880,13907,13415,35325,35325,11918,11591,"200.6757","0","0","0","35","43","014","40"
"3543015","2021S05023543015","Severn",47987,22501,20226,44643,44628,21203,18907,"551.592","1","0","0","35","43","015","40"
"3543017","2021S05023543017","Innisfil",43326,17528,15708,36566,36566,14875,13364,"262.3924","0","0","0","35","43","017","40"
"3543019","2021S05023543019","Ramara",11375,6574,4785,10366,10366,6409,4384,"426.0897","0","0","0","35","43","019","40"
"3543021","2021S05023543021","Essa",22970,8232,7949,21083,21083,7478,7179,"279.9158","0","0","0","35","43","021","40"
"3543023","2021S05023543023","Oro-Medonte",23017,9510,8636,21036,21036,9013,7989,"585.4177","0","0","0","35","43","023","40"
"3543068","2021S05023543068","Tiny",13675,10237,5668,12443,12443,10183,5130,"387.027","0","0","0","35","43","068","40"
"3543071","2021S05023543071","Tay",38985,17953,16360,35859,35859,16658,15180,"198.6081","0","0","0","35","43","071","40"
"3544002","2021S05023544002","Gravenhurst",13157,8271,5496,12311,12311,8302,5014,"489.1123","0","0","0","35","44","002","20"
"3544018","2021S05023544018","Bracebridge",21064,13377,8993,19177,19177,13262,8189,"1282.6292","0","0","0","35","44","018","20"
"3544042","2021S05023544042","Huntsville",21147,11214,8817,19816,19816,10524,8111,"705.1844","0","0","0","35","44","042","20"
"3544053","2021S05023544053","Muskoka Lakes",7652,9443,3529,6588,6588,9343,2914,"774.4616","0","0","0","35","44","053","20"
"3544065","2021S05023544065","Georgian Bay",3654,5255,1736,2707,2722,4789,1209,"588.0841","1","1","1","35","44","065","20"
"3546005","2021S05023546005","Highlands East",13600,15053,6485,11974,11974,15021,5610,"3162.097","0","0","0","35","46","005","20"
"3546015","2021S05023546015","Minden Hills",6971,6019,3229,6088,6088,6092,2833,"847.3722","0","0","0","35","46","015","20"
"3547003","2021S05023547003","McNab/Braeside",17220,7693,7344,15973,15973,7249,6796,"268.3135","0","0","0","35","47","003","15"
"3547008","2021S05023547008","Greater Madawaska",2864,2251,1343,2518,2518,2170,1178,"1018.1487","0","0","0","35","47","008","15"
"3547020","2021S05023547020","Brudenell, Lyndoch and Raglan",1552,998,694,1503,1503,963,653,"701.2927","0","0","0","35","47","020","15"
"3547030","2021S05023547030","Madawaska Valley",3927,2541,1713,4123,4123,2619,1706,"665.8288","0","0","0","35","47","030","15"
"3547033","2021S05023547033","Killaloe, Hagarty and Richards",2410,1559,1097,2420,2420,1689,1063,"391.6037","0","0","0","35","47","033","15"
"3547035","2021S05023547035","Bonnechere Valley",4388,2511,1923,4114,4114,2531,1800,"595.7399","0","0","0","35","47","035","15"
"3547043","2021S05023547043","Admaston/Bromley",2995,1305,1136,2935,2935,1288,1084,"519.5858","0","0","0","35","47","043","15"
"3547046","2021S05023547046","Horton",11372,5603,5244,11110,11110,5420,5048,"170.8337","0","0","0","35","47","046","15"
"3547056","2021S05023547056","Whitewater Region",7225,3470,2909,7009,7009,3416,2775,"535.4753","0","0","0","35","47","056","15"
"3547070","2021S05023547070","North Algona Wilberforce",3111,1757,1297,2915,2915,1752,1243,"369.2335","0","0","0","35","47","070","15"
"3547075","2021S05023547075","Laurentian Valley",23814,10765,10257,23269,23269,10562,9915,"553.4022","0","0","0","35","47","075","15"
"3547090","2021S05023547090","Laurentian Hills",25487,10681,9995,24505,24505,10201,9518,"1568.4796","0","0","0","35","47","090","15"
"3548027","2021S05023548027","Bonfield",2146,1080,889,1975,1990,1068,825,"206.2199","1","0","0","35","48","027","90"
"3548031","2021S05023548031","Chisholm",1312,614,508,1291,1291,623,506,"205.7694","0","0","0","35","48","031","90"
"3548055","2021S05023548055","West Nipissing / Nipissing Ouest",14583,7252,6413,14364,14364,7013,6281,"1956.2716","0","0","0","35","48","055","90"
"3548091","2021S05023548091","Nipissing, Unorganized, South Part",2696,1989,1207,2731,2731,1893,1187,"8283.606","0","0","0","35","48","091","90"
"3548094","2021S05023548094","Nipissing, Unorganized, North Part",63979,31039,28235,62789,62774,30603,27251,"6334.331","1","0","0","35","48","094","90"
"3549003","2021S05023549003","Seguin",5280,4827,2136,4304,4304,4744,1821,"586.9928","0","0","0","35","49","003","90"
"3549019","2021S05023549019","Armour",6947,5250,3146,6555,6555,5173,2914,"1156.419","0","0","0","35","49","019","90"
"3549024","2021S05023549024","Ryerson",745,555,344,648,648,580,302,"185.9324","0","0","0","35","49","024","90"
"3549039","2021S05023549039","Whitestone",4067,6440,1951,3084,3084,6851,1402,"1863.7116","0","0","0","35","49","039","90"
"3549043","2021S05023549043","Magnetawan",12795,8423,5871,11611,11611,7889,5181,"979.5052","0","0","0","35","49","043","90"
"3549046","2021S05023549046","Strong",2504,1411,1096,2400,2400,1419,1063,"161.1258","0","0","0","35","49","046","90"
"3549054","2021S05023549054","Machar",2542,1621,1141,2487,2487,1642,1103,"563.7474","0","0","0","35","49","054","90"
"3549060","2021S05023549060","Powassan",3346,1381,1317,3455,3455,1381,1326,"223.2601","0","0","0","35","49","060","90"
"3549066","2021S05023549066","Callander",3964,1758,1636,3863,3863,1710,1576,"102.9822","0","0","0","35","49","066","90"
"3549071","2021S05023549071","Nipissing",1769,1012,746,1707,1707,1051,707,"387.9514","0","0","0","35","49","071","90"
"3549096","2021S05023549096","Parry Sound, Unorganized, Centre Part",2950,2962,1464,2710,2710,2786,1284,"2902.293","0","0","0","35","49","096","90"
"3551017","2021S05023551017","Northeastern Manitoulin and the Islands",10835,7042,4721,10411,10411,7351,4455,"2563.1529","0","0","0","35","51","017","90"
"3551027","2021S05023551027","Gordon/Barrie Island",3100,2260,1423,2844,2844,2186,1293,"510.3855","0","0","0","35","51","027","90"
"3552001","2021S05023552001","French River / Rivière des Français",2828,2098,1367,2662,2662,2108,1220,"717.9088","0","0","0","35","52","001","90"
"3552004","2021S05023552004","St.-Charles",1357,788,621,1269,1269,818,573,"314.4614","0","0","0","35","52","004","90"
"3552013","2021S05023552013","Markstay-Warren",14544,8402,6347,14015,14041,7577,6092,"36455.4371","1","0","0","35","52","013","90"
"3552023","2021S05023552023","Sables-Spanish Rivers",3237,1718,1386,3214,3188,1666,1312,"801.0359","1","0","0","35","52","023","90"
"3552036","2021S05023552036","Killarney",402,447,194,386,386,388,178,"1607.9453","0","0","0","35","52","036","90"
"3553005","2021S05023553005","Greater Sudbury / Grand Sudbury",166128,76036,71525,161647,161647,75103,69200,"3196.8515","0","0","0","35","53","005","90"
"3554014","2021S05023554014","Harris",530,217,205,545,545,233,216,"49.812","0","0","0","35","54","014","90"
"3554020","2021S05023554020","Temiskaming Shores",9634,4539,4263,9920,9920,4673,4379,"176.6664","0","0","0","35","54","020","90"
"3554021","2021S05023554021","Hudson",530,325,213,503,503,280,205,"90.2845","0","0","0","35","54","021","90"
"3554026","2021S05023554026","Harley",854,329,308,909,909,349,338,"182.9954","0","0","0","35","54","026","90"
"3554029","2021S05023554029","Casey",341,140,127,368,368,150,138,"80.8019","0","0","0","35","54","029","90"
"3554034","2021S05023554034","Hilliard",320,141,125,320,320,133,126,"173.2401","0","0","0","35","54","034","90"
"3554036","2021S05023554036","Armstrong",1291,576,550,1278,1278,568,535,"96.7528","0","0","0","35","54","036","90"
"3554044","2021S05023554044","Charlton and Dack",686,280,261,686,686,266,245,"92.7354","0","0","0","35","54","044","90"
"3554049","2021S05023554049","Evanturel",2255,1068,1009,2260,2260,1077,1017,"202.9325","0","0","0","35","54","049","90"
"3554058","2021S05023554058","McGarry",579,333,289,609,609,345,294,"85.621","0","0","0","35","54","058","90"
"3554091","2021S05023554091","Timiskaming, Unorganized, East Part",5,38,4,5,5,100,3,"248.5485","0","0","0","35","54","091","90"
"3554094","2021S05023554094","Timiskaming, Unorganized, West Part",14399,8304,6778,14848,14848,8688,6899,"11767.0108","0","0","0","35","54","094","90"
"3556027","2021S05023556027","Timmins",41145,19390,17886,41788,41788,19317,17740,"2955.3264","0","0","0","35","56","027","90"
"3556092","2021S05023556092","Cochrane, Unorganized, North Part",36818,18277,15886,37894,37894,18657,16272,"136828.7013","0","0","0","35","56","092","90"
"3557001","2021S05023557001","Jocelyn",894,829,435,791,791,785,381,"247.7201","0","0","0","35","57","001","90"
"3557008","2021S05023557008","St. Joseph",1426,909,612,1240,1240,853,550,"127.6514","0","0","0","35","57","008","90"
"3557011","2021S05023557011","Laird",1694,958,709,1581,1581,927,641,"156.0466","0","0","0","35","57","011","90"
"3557016","2021S05023557016","Johnson",749,422,272,751,751,521,280,"119.4744","0","0","0","35","57","016","90"
"3557019","2021S05023557019","Plummer Additional",1339,812,591,1242,1242,814,550,"225.3285","0","0","0","35","57","019","90"
"3557035","2021S05023557035","Huron Shores",3271,1842,1452,3074,3074,1940,1368,"465.8315","0","0","0","35","57","035","90"
"3557051","2021S05023557051","Macdonald, Meredith and Aberdeen Additional",1513,803,603,1609,1609,860,657,"163.2557","0","0","0","35","57","051","90"
"3557061","2021S05023557061","Sault Ste. Marie",73026,35280,32924,74378,74378,34944,33037,"322.362","0","1","1","35","57","061","90"
"3557095","2021S05023557095","Algoma, Unorganized, North Part",29865,17999,14111,29428,29428,18680,13607,"46453.6937","0","1","1","35","57","095","90"
"3558001","2021S05023558001","Neebing",3205,1596,1303,3036,3036,1539,1183,"932.2799","0","0","0","35","58","001","95"
"3558004","2021S05023558004","Thunder Bay",108843,50995,48405,107909,107909,50388,47182,"327.7716","0","0","0","35","58","004","95"
"3558011","2021S05023558011","Oliver Paipoonge",6035,2390,2323,5922,5922,2289,2239,"350.51","0","0","0","35","58","011","95"
"3558016","2021S05023558016","O'Connor",1487,600,570,1482,1482,599,560,"276.205","0","0","0","35","58","016","95"
"3558090","2021S05023558090","Thunder Bay, Unorganized",27292,16929,12000,27699,27699,17736,11835,"101008.7157","0","0","0","35","58","090","95"
